,Profile,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
653,,Jihoon,Park Jihoon,박지훈,지훈,1999-05-29,Wanna One,South Korea,,0,0,Masan,,,M,,,
654,,Woojin,Park Woojin,박우진,우진,1999-11-02,AB6IX,South Korea,,0,0,Busan,,Wanna One,M,,,
655,Profile,Jinyoung,Bae Jinyoung,배진영,진영,2000-05-10,CIX,South Korea,,0,0,Seoul,,Wanna One,M,,,
656,,Daehwi,Lee Daehwi,이대휘,대휘,2001-01-29,AB6IX,South Korea,,0,0,Seoul,,Wanna One,M,,,
657,,Lai Kuanlin,Lai Kuanlin,라이관린,라이관린,2001-09-23,Wanna One,Taiwan,,0,0,New Taipei,,,M,,,
658,,Jueun,Lee Jooeun,이주은,주은,1995-07-07,DIA,South Korea,,0,0,Suwon,BinChaenHyunSeuS,,F,,,
659,,Somyi,Ahn Somyi,안솜이,솜이,2000-01-26,DIA,South Korea,,0,0,Changwon,L.U.B,,F,,,
660,Profile,Daisy,Yoo Jeongahn,유정안,데이지,1999-01-22,,South Korea,,0,0,Seoul,,MOMOLAND,F,,,
661,Profile,Taeha,Kim Taeha,김태하,태하,1998-06-03,,South Korea,,0,0,Jeonju,,MOMOLAND,F,,,
662,,Hyojin,Kim Hyojin,김효진,효진,1994-04-22,ONF,South Korea,,0,0,Seoul,,,M,,,
663,,E-tion,Lee Changyoon,이창윤,이션,1994-12-24,ONF,South Korea,,0,0,Jeonju,,,M,,,
664,,J-Us,Lee Seungjoon,이승준,제이어스,1995-01-13,ONF,South Korea,,0,0,Seoul,,,M,,,
665,,Wyatt,Shim Jaeyoung,심재영,와이엇,1995-01-23,ONF,South Korea,,0,0,Seoul,,,M,,,
666,,MK,Park Minkyun,박민균,엠케이,1995-11-16,ONF,South Korea,,0,0,Ilsan,,,M,,,
667,,U,Mizuguchi Yuto,미즈구치 유토,유,1999-03-16,ONF,Japan,,0,0,Osaka,,,M,,,
668,,Laun,Kim Minseok,김민석,라운,1999-08-12,,South Korea,,0,0,Seongsan,,ONF,M,,,
669,,Donghun,Lee Donghun,이동훈,동훈,1993-05-15,A.C.E,South Korea,,0,0,Suncheon,,,M,,,
670,,Wow,Kim Seyoon,김세윤,와우,1993-02-28,A.C.E,South Korea,,0,0,Gyeonggi,,,M,,,
671,,Jun,Park Junhee,박준희,준,1994-06-02,A.C.E,South Korea,,0,0,Jeolla,,,M,,,
672,,Jason,Kim Byeongkwan,김병관,제이슨,1996-08-13,A.C.E,South Korea,,0,0,Seoul,,,M,,,
673,,Chan,Kang Yoochan,강유찬,찬,1997-12-31,A.C.E,South Korea,,0,0,Jeju,UNB,,M,,,
674,Profile,Suyeon,Ji Suyeon,지수연,수연,1997-04-20,Weki Meki,South Korea,,0,0,,,,F,,,
675,Profile,Elly,Jung Haerim,정해림,엘리,1998-07-20,Weki Meki,South Korea,,0,0,,,,F,,,
676,Profile,Sei,Lee Seojung,이서정,세이,2000-01-07,Weki Meki,South Korea,,0,0,,,,F,,,
677,Profile,Lua,Kim Sookyung,김수경,루아,2000-10-06,Weki Meki,South Korea,,0,0,,,,F,,,
678,Profile,Rina,Kang Soeun,강소은,리나,2001-09-27,Weki Meki,South Korea,,0,0,,,,F,,,
679,Profile,Lucy,Noh Hyojung,노효정,루시,2002-08-31,Weki Meki,South Korea,,0,0,Goyang,,,F,,,
680,,Hweseung,Yoo Hweseung,유회승,회승,1995-02-28,N.Flying,South Korea,,0,0,,,,M,,,
681,Profile,Kim Lip,Kim Jungeun,김정은,김립,1999-02-10,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,F,,,
682,Profile,JinSoul,Jung Jinsol,정진솔,진솔,1997-06-13,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,F,,,
683,Profile,Choerry,Choi Yerim,최예림,최리,2001-06-04,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,F,,,
684,Profile,Bella,Choi Yuna,최윤아,벨라,1999-02-02,ELRIS,South Korea,,0,0,,,,F,,,
685,Profile,Hyeseong,Yang Hyeseon,양혜선,혜성,1999-10-15,ELRIS,South Korea,,0,0,,,,F,,,
686,Profile,Yukyung,Lee Yukyung,이유경,유경,1999-11-05,ELRIS,South Korea,,0,0,,,,F,,,
687,Profile,Sohee,Kim Sohee,김소희,소희,1999-12-31,ELRIS,South Korea,,0,0,,,,F,,,
688,Profile,Karin,Min Karin,민가린,가린,2002-01-05,ELRIS,South Korea,,0,0,,,,F,,,
689,,Rui,Watanabe Rui,와타나베 루이,루이,1994-10-08,H.U.B,Japan,,0,0,,,N-Bulance,F,,,
690,,Gracie,Kim Gaeun,김가운,그레이시,1996-10-28,H.U.B,South Korea,,0,0,,,,F,,i.m_gracie,
691,,Yuem,Park Subin,박수빈,유음,1996-12-25,H.U.B,South Korea,,0,0,,,,F,,,
692,,Hyosun,Lim Hyosun,임효선,효선,1998-07-10,H.U.B,South Korea,,170,54,,,Kiwi Band,F,,,
693,,Keina,Lee Yoona,이유나,케이나,1999-02-12,H.U.B,South Korea,,0,0,,,,F,,,
694,,Hyunseo,Go Hyunseo,고현서,현서,1999-06-17,,South Korea,,0,0,,,G-reyish,F,,,
695,,Shinyoung,Park Shinyoung,박신영,신영,2000-03-19,G-reyish,South Korea,,0,0,,,,F,,,
696,,Yena,Jeong Yena,정예나,예나,2000-04-10,G-reyish,South Korea,,0,0,,,,F,,,
697,,Yeso,Lee Yeso,이예소,예소,2001-11-13,G-reyish,South Korea,,0,0,,,,F,,,
698,,Haeri,Jung Haeri,정해리,해리,1997-01-14,P.O.P,South Korea,,0,0,Seoul,,,F,,,
699,,Ahyung,Kang Ahyoung,강아형,아형,1996-08-27,P.O.P,South Korea,,0,0,Pohang,,,F,,,
700,,Miso,Park Jihyun,박지현,미소,1996-09-16,P.O.P,South Korea,,0,0,Busan,,,F,,,
701,,Seol,Min Jihye,민지혜,설,1997-01-01,P.O.P,South Korea,,0,0,Gunsan,,,F,,,
702,,Yeonjoo,Song Yeonjoo,정연주,연주,1997-06-26,P.O.P,South Korea,,0,0,Ansan,,,F,,,
703,,Yeonha,Ahn Yeonji,안연지,연하,2000-05-19,P.O.P,South Korea,,0,0,Yeondong,,,F,,,
704,,Daeyeol,Lee Daeyeol,이대열,대열,1993-02-11,Golden Child,South Korea,,0,0,Yongin,,,M,,,
705,,Y,Choi Sungyoon,최성윤,와이,1995-07-31,Golden Child,South Korea,,0,0,,,,M,,,
706,,Jaeseok,Park Jaeseok,박재석,재석,1995-11-20,,South Korea,,0,0,,,Golden Child,M,,,
707,,Jangjun,Lee Jangjun,이장준,장준,1997-03-03,Golden Child,South Korea,,0,0,,,,M,,,
708,,TAG,Son Youngtaek,손영택,태그,1998-04-13,Golden Child,South Korea,,0,0,,,,M,,,
709,,Seungmin,Bae Seungmin,배승민,승민,1998-10-13,Golden Child,South Korea,,0,0,,,,M,,,
710,,Jaehyun,Bong Jaehyun,봉재현,재현,1999-01-04,Golden Child,South Korea,,0,0,,,,M,,,
711,,Jibeom,Kim Jibeom,김지범,지범,1999-02-03,Golden Child,South Korea,,0,0,,,,M,,,
712,,Donghyun,Kim Donghyun,김동현,동현,1999-02-23,Golden Child,South Korea,,0,0,,,,M,,,
713,,Joochan,Hong Joochan,홍주찬,주찬,1999-07-31,Golden Child,South Korea,,0,0,,,,M,,,
714,,Bomin,Choi Bomin,최보민,보민,2000-08-24,Golden Child,South Korea,,0,0,,,,M,,,
715,,Jinhoo,Kim Jinwook,김진욱,진후,1995-08-02,UP10TION,South Korea,,0,0,Changwon,,,M,,,
716,,Kuhn,Noh Sooil,노수일,쿤,1995-11-11,UP10TION,South Korea,,0,0,Ansan,,,M,,,
717,,Kongyeol,Go Minsoo,고민수,고결,1996-05-19,UP10TION,South Korea,,0,0,Bucheon,,,M,,,
718,,Wei,Lee Sungjun,이성준,웨이,1996-07-08,UP10TION,South Korea,,0,0,Seoul,,,M,,,
719,,Bitto,Lee Changhyun,이창현,비토,1996-08-24,UP10TION,South Korea,,0,0,Dongducheon,,,M,,,
720,,Wooshin,Kim Wooseok,김우석,우신,1996-10-27,UP10TION,South Korea,,0,0,Daejeon,,X1,M,,,
721,,Sunyoul,Seon Yein,선예인,선율,1996-11-06,UP10TION,South Korea,,0,0,Wando,,,M,,,
722,,Gyujin,Han Gyujin,한규진,규진,1997-11-21,UP10TION,South Korea,,0,0,Icheon,,,M,,,
723,,Hwanhee,Lee Hwanhee,이환희,환희,1998-05-06,UP10TION,South Korea,,0,0,Daejeon,,,M,,,
724,,Xiao,Lee Dongyeol,이동열,샤오,1998-12-13,UP10TION,South Korea,,0,0,Busan,,,M,,,
725,,Heejin,Song Heejin,송희진,희진,1995-08-19,Good Day,South Korea,,0,0,Seoul,,,F,,,
726,,Green,Kim Jiwon,김지원,지니,1997-07-01,RedSquare,South Korea,,0,0,Daegu,,Good Day,F,Vocalist,,
727,,Chaea,Kim Chaeyoung,김채영,체리,1997-07-05,RedSquare,South Korea,,0,0,Gunsan,,Good Day,F,"Vocalist, Main Dancer",,
728,,Chaesol,Maeng Chaesol,맹채솔,채솔,1998-07-14,Cignature,South Korea,,0,0,Yeosu,,Good Day,F,,,
729,,Ari,Hwang Nayoon,황나윤,아리,1999-03-30,RedSquare,South Korea,,0,0,Seoul,,Good Day,F,Vocalist,,
730,,Jeewon,Kim Jiwon,김지원,지원,1999-04-01,Cignature,South Korea,,0,0,Busan,,Good Day,F,,,
731,,Yeah,Kim Haeun,김하은,예아,1999-10-09,,South Korea,,0,0,Gongju,,"Good Day, Cignature",F,,,
732,,Sunn,Hwang Jiwon,황지원,선,2000-02-07,,South Korea,,0,0,Jincheon,,"Good Day, Cignature",F,,,
733,,Bomin,Kim Bomin,김보민,보민,2001-09-24,RedSquare,South Korea,,0,0,Gwangju,,Good Day,F,Dancer,,
734,,Belle,Jin Hyeonjoo,진현주,벨,2001-11-03,Cignature,South Korea,,0,0,Goyang,,Good Day,F,,,
735,Profile,Jiyoung,Ahn Jiyoung,안지영,지영,1995-09-14,Bolbbalgan4,South Korea,,0,0,Yeongju,,,F,,,
736,Profile,Jiyoon,Woo Jiyoon,우지윤,지윤,1996-01-06,Bolbbalgan4,South Korea,,0,0,Yeongju,,,F,,,
737,,Kid,Kim Junhoe,김준회,키드,1995-10-26,VARSITY,South Korea,,177,58,,,,M,,,
738,,Bullet,Jin Junwoo,진준우,블릿,1995-12-02,VARSITY,South Korea,,182,65,Seoul,,,M,,,
739,,Damon,Hu Boohan,후보한,데이먼,1996-07-02,VARSITY,China,,181,0,,,,M,,,
740,,Xiweol,Kang Minseok,강민석,시월,1996-10-21,VARSITY,South Korea,,174,0,,,,M,,,
741,,Xin,Wang Xinwi,왕씬위,씬,1996-11-10,VARSITY,China,,185,0,,,,M,,,
742,,Jaebin,Deung Bin,등빈,재빈,1997-02-13,VARSITY,China,,168,0,Hunan,,,M,,,
743,,Dann,Jung Seungbo,정승보,단,1997-11-01,Kingdom,South Korea,,178,0,Ilsan,,VARSITY,M,,,
744,,Riho,Jin Seungwook,진승욱,리호,1998-03-01,VARSITY,South Korea,,178,59,Incheon,,,M,,,
745,,Anthony,Anthony Lo,엔써니 루오,엔써니,1998-03-12,VARSITY,China,USA,179,0,,,,M,,,
746,,Arthur,Jang Yunho,장윤호,아서,2000-04-15,Kingdom,South Korea,,176,57,,,VARSITY,M,,,
747,,Dawon,Cho Dawon,조다원,다원,2000-05-12,VARSITY,South Korea,,183,69,,,,M,,,
748,,Manny,Syo Dongchun,쇼동청,만니,2001-11-17,VARSITY,China,,170,64,,,,M,,,
749,Profile,Kangmin,Kim Kangmin,김강민,강민,2001-11-13,TRCNG,South Korea,,169,0,,,,M,,,
750,Profile,Hohyeon,Lee Hohyeon,이호현,호현,2001-10-14,TRCNG,South Korea,,177,0,,,,M,,,
751,Profile,Siwoo,Yoo Siwoo,유시우,시우,2001-05-11,TRCNG,South Korea,,178,0,,,,M,,,
752,Profile,Hyunwoo,Kim Hyunwoo,김현우,현우,2001-01-21,TRCNG,South Korea,,173,0,,,,M,,,
753,Profile,Jisung,Kim Jisung,김지성,지성,2000-12-21,TRCNG,South Korea,,171,0,,,,M,,,
754,Profile,Wooyeop,Jo Wooyeop,조우엽,우엽,2000-09-27,TRCNG,South Korea,,179,0,,,,M,,,
755,Profile,Hakmin,Lee Hakmin,이학민,학민,2000-09-20,TRCNG,South Korea,,171,0,,,,M,,,
756,Profile,Taeseon,Yang Taeseon,양태선,태선,2000-09-17,TRCNG,South Korea,,182,0,,,,M,,,
757,Profile,Hayoung,Choi Hayoung,최하영,하영,2000-08-22,TRCNG,South Korea,,181,0,,,,M,,,
758,Profile,Jihun,Kim Jihun,김지훈,지훈,2000-01-09,TRCNG,South Korea,,176,0,Daegu,,,M,,,
759,,Hojoon,Jeon Hojoon,전호준,호준,1992-10-31,Topp Dogg,South Korea,,0,0,Gwangju,,,M,,,
760,,Sangdo,Yoo Sangdo,유상도,상도,1993-03-02,Topp Dogg,South Korea,,0,0,Incheon,,,M,,,
761,,B-Joo,Kim Byungjoo,김병주,비주,1994-01-08,Topp Dogg,South Korea,,0,0,Seoul,,,M,,,
762,,Xero,Shin Jiho,신지호,제로,1994-02-03,Topp Dogg,South Korea,,0,0,Gwangji,,,M,,,
763,,Kim Sanggyun,Kim Sanggyun,김상균,김상균,1995-05-23,JBJ95,South Korea,,0,0,Gwangju,JBJ,"Topp Dogg, XENO-T",M,,,
764,,Yano,Seo Sangwon,서상원,야노,1995-09-27,Topp Dogg,South Korea,,0,0,Seoul,,,M,,,
765,,Kidoh,Jin Hyosang,진효상,키도,1992-12-16,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
766,,Seogoong,Park Hyunho,박현호,서궁,1992-05-01,,South Korea,,0,0,Seongnam,,Topp Dogg,M,,,
767,,Gohn,Kim Dongsung,김동성,곤,1992-08-01,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
768,,Jenissi,Kim Taeyang,김태양,제니씨,1991-08-02,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
769,,P-Goon,Park Sehyuk,박세혁,피군,1991-10-18,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
770,,Nakta,Shin Yooncheol,신윤철,낙타,1993-04-24,,South Korea,,0,0,Daegu,,Topp Dogg,M,,,
771,,Hansol,Kim Hansol,김한솔,한솔,1993-06-15,,South Korea,,0,0,Busan,,Topp Dogg,M,,,
772,,Kenta,Takada Kenta,타카다 켄타,켄타,1995-01-10,JBJ,Japan,,0,0,Fujioka,,,M,,,
773,,Longguo,Jin Longguo,진룽궈,룽궈,1996-03-02,JBJ,China,,0,0,Heilong,,,M,,,
774,,Hyunbin,Kwon Hyunbin,권현빈,현빈,1997-03-04,JBJ,South Korea,,0,0,Seoul,,,M,,,
775,,Donghan,Kim Donghan,김동한,동한,1998-07-03,WEi,South Korea,,0,0,Daegu,,JBJ,M,,,
776,,Seonglee,Kim Seonglee,김성리,성리,1994-04-06,,South Korea,,173,0,,,RAINZ,M,,seong_leeee,
777,,Wontak,Ju Wontak,주원탁,원탁,1996-02-24,,South Korea,,178,0,,,RAINZ,M,,/j_wontagii/,2able_wontop
778,,Kiwon,Lee Kiwon,이기원,기원,1996-06-27,GIDONGDAE,South Korea,,170,0,,,RAINZ,M,,kiwon_1810,
779,,Daehyeon,Jang Daehyeon,장대현,대현,1997-02-11,WEi,South Korea,,175,0,,,RAINZ,M,,daehyeon0211,
780,,Eunki,Hong Eunki,홍은기,은기,1997-09-29,,South Korea,,182,0,,,RAINZ,M,,eun_doitz,eun_doit2
781,,Hyunmin,Byun Hyunmin,변현민,현민,1999-04-17,,South Korea,,170,0,,,RAINZ,M,,bhm__99,bhm___99
782,,Sunghyuk,Seo Sunghyuk,서성혁,성혁,1999-08-26,,South Korea,,170,0,,,,M,,sunghyuk_seo,
783,Profile,Dayeon,Hwang Da Kyeon,황연경,다연,1995-11-17,XUM,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
784,Profile,Hajeong,Lee Hajeong,이하정,하정,1997-09-23,,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
785,Profile,Baekah,Kim Sua,김수아,백아,1999-10-24,XUM,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
786,Profile,Arang,Son Mnjung,손민정,아랑,2000-03-08,,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
787,Profile,Iaan,Yoo Dongju,유동주,이안,2002-03-22,XUM,South Korea,,0,0,,,NeonPunch,F,,sunghyuk_seo,
788,,Eunjin,Ma Eunjin,마은진,은진,1997-05-23,Playback,South Korea,,165,49,Wonju,,,F,,sunghyuk_seo,
789,Profile,Yves,Ha Sooyoung,하수영,이브,1997-05-24,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
790,,Haeyeon,Lee Taeyeon,이태연,해연,1994-01-11,Gate9,South Korea,,161,0,,,,F,,ha2y2on_gnine,
791,,Yeori,Kim Soyeon,김소연,여리,1994-05-30,Gate9,South Korea,,164,0,Seoul,,,F,,yeori_g9,
792,,Haru,Han Sangsook,한상숙,하루,1994-07-06,Gate9,South Korea,,160,0,Bucheon,,,F,,hanharuuu,
793,,Kady,Gu Dokyoung,구도경,케이디,1995-04-07,Gate9,South Korea,,168,0,Busan,,,F,,kady_g9,
794,,Gaga,Lee Soobin,이수빈,가가,1994-11-10,Gate9,South Korea,,164,0,,,,F,,gagag9,
795,,Juju,Park Juyoung,박주영,쥬쥬,1996-01-03,Gate9,South Korea,,168,0,Changwon,,,F,,baby.juju_0,
796,,Taera,Lee Yujin,이유진,태라,1994-04-12,Gate9,South Korea,,161,0,Incheon,,,F,,taera9nine,
797,,Yoon,Ji Hayoon,지하윤,윤,1997-07-08,Gate9,South Korea,,162,0,Busan,,,F,,queenyunista,
798,,Vivian,Park Sunghee,박성희,비비안,1998-12-08,Gate9,South Korea,,0,0,,,,F,,vivian__g9,
799,,Youngmin,Lim Youngmin,임영민,영민,1995-12-25,,South Korea,,0,0,Busan,MXM,AB6IX,M,,,
800,,Donghyun,Kim Donghyun,김동현,동현,1998-09-17,AB6IX,South Korea,,0,0,Daejeon,MXM,,M,,,
801,Profile,Chuu,Kim Jiwoo,김지우,츄,1999-10-20,LOONA,South Korea,,0,0,Cheongju,Loona yyxy,,F,,,
802,Profile,Gowon,Park Chaewon,박채원,고원,2000-11-19,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
803,Profile,Saerom,Lee Saerom,이새롬,새롬,1997-01-07,fromis_9,South Korea,,0,0,Gangwon,,,F,,,
804,Profile,Hayoung,Song Hayoung,송하영,하영,1997-09-29,fromis_9,South Korea,,0,0,Gwangju,,,F,,,
805,Profile,Gyuri,Jang Gyuri,장규리,규리,1997-12-27,fromis_9,South Korea,,0,0,Seoul,,,F,,,
806,Profile,Jiwon,Park Jiwon,박지원,지원,1998-03-20,fromis_9,South Korea,,0,0,Busan,,,F,,,
807,Profile,Jisun,Roh Jisun,노지선,지선,1998-11-23,fromis_9,South Korea,,0,0,Seoul,,,F,,,
808,Profile,Seoyeon,Lee Seoyeon,이서연,서연,2000-01-22,fromis_9,South Korea,,0,0,Seoul,,,F,,,
809,Profile,Chaeyoung,Lee Chaeyoung,이채영,채영,2000-05-14,fromis_9,South Korea,,0,0,Pohang,,,F,,,
810,Profile,Nakyung,Lee Nakyung,이나경,나경,2000-06-01,fromis_9,South Korea,,159,42,Mungyeong,,,F,"Lead Vocalist, Rapper, Visual",,
811,Profile,Jiheon,Baek Jiheon,백지헌,지헌,2003-04-17,fromis_9,South Korea,,0,0,Jeolla,,,F,,,
812,,Suhyun,Choi Hyunggeun,최형근,수현,1992-10-01,SNUPER,South Korea,,0,0,Bucheon,,,M,,,
813,,Sangil,Shim Sangil,심상일,상일,1993-05-01,SNUPER,South Korea,,0,0,Seoul,,,M,,,
814,,Taewoong,Yoo Taewoong,유태웅,태웅,1994-05-24,SNUPER,South Korea,Japan,0,0,,,,M,,,
815,,Woosung,Choi Sunghyuk,최성혁,우성,1994-09-24,SNUPER,South Korea,,0,0,Seoul,,,M,,,
816,,Sangho,Jo Sangho,조상호,상호,1995-02-10,SNUPER,South Korea,,0,0,Changwon,,,M,,,
817,,Sebin,Jang Sebin,장세빈,세빈,1996-04-24,SNUPER,South Korea,,0,0,Pocheon,OMEGA X,,M,,,
818,,Xeheun,Lee Seheun,이세흔,세흔,1999-07-11,Girlkind,South Korea,,0,162,,,,F,,,
819,,Medic Jin,Bae Yujin,배유진,메딕진,1996-08-25,Girlkind,South Korea,,0,167,,,,F,,,
820,,JK,Kim Jikang,김지강,지강,1998-03-17,Girlkind,South Korea,,0,161,,,,F,,,
821,,Sun J,Jeon Heesun,전희선,썬제이,2001-02-13,Girlkind,South Korea,,0,165,,,,F,,,
822,,Ellyn,Bang Sunhee,방선희,엘린,2002-10-19,Girlkind,South Korea,,0,170,,,,F,,,
823,,Seokcheol,Lee Seokchul,이석철,석철,2000-01-11,TheEastLight,South Korea,,0,170,,,,M,,d.dj_dinosaur.lee.s.c,
824,,Eunsung,Lee Eunsung,이은성,은성,2000-09-07,TheEastLight,South Korea,,0,0,,,,M,,,
825,,Seunghyun,Lee Seunghyun,이승현,승현,2001-12-31,TheEastLight,South Korea,,0,0,,,,M,,,
826,,Junwook,Kim Junwook,김준욱,준욱,2002-01-10,TheEastLight,South Korea,,0,0,,,,M,,,
827,,Sakang,Jeon Sakang,정사강,사강,2002-10-26,TheEastLight,South Korea,,0,0,,,,M,,,
828,,Woojin,Lee Woojin,이우진,우진,2003-04-03,TheEastLight,South Korea,,0,0,,,,M,,the_greatest_woojin,
829,,Bin,Kwon Soobin,김수빈,빈,1993-10-28,Hot Blood Youth,South Korea,,0,0,,,,M,,,
830,,Marco,Lee Hyunggeun,이형근,마르코,1994-05-11,Hot Blood Youth,South Korea,,0,0,,,,M,,,
831,,Taro,Choi Wonjin,최원진,타로,1994-11-09,Hot Blood Youth,South Korea,,0,0,,,,M,,,
832,,Kyuhyuk,Shim Kyuhyuk,심규혁,규혁,1995-01-11,Hot Blood Youth,South Korea,,0,0,,,,M,,,
833,,Jisan,Choi Jinsang,최지상,지산,1999-11-03,Hot Blood Youth,South Korea,,0,0,,,,M,,,
834,,Taeeun,Moon Taeeun,문태은,태은,2000-02-09,IM,South Korea,,175,0,,,,M,,,
835,,Giseok,Jun Giseok,정기석,기석,1997-05-02,IM,South Korea,,180,0,,,,M,,,
836,,Hangyul,Lee Hangyul,이한결,한결,1999-12-07,BAE173,South Korea,,177,0,,,"X1, IM",M,,,
837,,Gijung,Kim Gijung,김기중,기중,2001-01-24,IM,South Korea,,180,0,,,,M,,,
838,,Haena,Lee Haena,이해나,해나,1991-06-02,Matilda,South Korea,,0,165,,,,F,,,
839,,Dan-a,Park Seungyeon,박승연,단아,1993-06-26,Matilda,South Korea,,0,160,,,,F,,,
840,,Semmi,Oh Heesun,오희선,세미,1995-10-22,Matilda,South Korea,,0,165,,,,F,,,
841,,Saebyeol,Han Saebyeol,한새별,새별,1996-05-23,Matilda,South Korea,,0,168,,,,F,,,
842,,Yua,Mikami Yua,미카미 유아,유아,1993-08-16,Honey Popcorn,Japan,,0,0,,,,F,,,
843,,Miko,Matsuda Miko,마츠다 미코,미코,1995-10-28,Honey Popcorn,Japan,,0,0,,,,F,,,
844,,Moko,Sakura Moko,사쿠라 모코,모코,1991-03-19,Honey Popcorn,Japan,,0,0,,,,F,,,
845,,Kun,Qian Kun,첸쿤,쿤,1996-01-01,NCT,China,,0,0,,,,M,,,
846,,Jungwoo,Kim Jungwoo,김정우,정우,1998-02-19,NCT,South Korea,,0,0,,,,M,,,
847,,Lucas,Wong Junghei,웡육헤이,루카스,1999-01-25,NCT,Hong Kong,,0,0,,SuperM,,M,,,
848,Profile,Sangyeon,Lee Sangyeon,이상연,상연,1996-11-04,The Boyz,South Korea,,176,61,,,,M,,,
849,Profile,Jacob,Bae Joonyoung,배준영,제이콥,1997-05-30,The Boyz,South Korea,Canada,175,60,Toronto,,,M,,,
850,Profile,Younghoon,Kim Younghoon,김영훈,영훈,1997-08-08,The Boyz,South Korea,,182,63,,,,M,,,
851,Profile,Hyunjae,Lee Jaehyun,이재현,현재,1997-09-13,The Boyz,South Korea,,180,62,,,,M,,,
852,Profile,Juyeon,Lee Juyeon,이주연,주연,1998-01-16,The Boyz,South Korea,,180,67,,,,M,,,
853,Profile,Kevin,Moon Hyungseo,문형서,케빈,1998-02-23,The Boyz,Canada,South Korea,176,66,,,,M,,,
854,Profile,New,Choi Chanhee,최찬희,뉴,1998-04-26,The Boyz,South Korea,,175,51,Jeonju,,,M,,,
855,Profile,Q,Ji Changmin,지창민,큐,1998-11-05,The Boyz,South Korea,,175,56,,,,M,,,
856,Profile,Juhaknyeon,Ju Haknyeon,주학년,주학년,1999-03-09,The Boyz,South Korea,,175,58,Jeju,,,M,,,
857,Profile,Hwall,Heo Hyunjoon,허현준,활,2000-03-09,,South Korea,,178,56,Busan,,The Boyz,M,,,
858,Profile,Sunwoo,Kim Sunwoo,김선우,선우,2000-04-12,The Boyz,South Korea,,177,64,,,,M,,,
859,Profile,Eric,Son Youngjae,손영재,에릭,2000-12-22,The Boyz,South Korea,,171,56,,,,M,,,
860,Profile,Bang Chan,Bang Chan,방찬,방찬,1997-10-03,Stray Kids,Australia,South Korea,0,0,Sydney,3RACHA,,M,,,
861,Profile,Woojin,Kim Woojin,김우진,우진,1997-04-08,,South Korea,,0,0,Daejeon,,Stray Kids,M,,,
862,Profile,Lee Know,Lee Minho,이민호,리노,1998-10-25,Stray Kids,South Korea,,0,0,Gimpo,,,M,,,
863,Profile,Changbin,Seo Changbin,서창빈,창빈,1999-08-11,Stray Kids,South Korea,,0,0,Yongin,3RACHA,,M,,,
864,Profile,Hyunjin,Hwang Hyunjin,황현진,현진,2000-03-20,Stray Kids,South Korea,,0,0,Seoul,,,M,,,
865,Profile,Han,Han Jisung,한지성,한,2000-09-14,Stray Kids,South Korea,,0,0,Incheon,3RACHA,,M,,,
866,Profile,Felix,Lee Youngbok,이용복,필릭스,2000-09-15,Stray Kids,South Korea,,0,0,Sydney,,,M,,,
867,Profile,Seungmin,Kim Seungmin,김승민,승민,2000-09-22,Stray Kids,South Korea,,0,0,Seoul,,,M,,,
868,Profile,I.N,Yang Jeongin,양정인,아이엔,2001-02-08,Stray Kids,South Korea,,0,0,Busan,,,M,,,
869,Profile,Olivia Hye,Son Hyeju,손혜주,올리비아 혜,2001-11-13,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
870,,Samuel,Kim Samuel,김사무엘,사무엘,2002-01-17,,South Korea,USA,0,0,Los Angeles,,1PUNCH,M,,,
871,,Kriesha Chu,Kriesha Ziskind Teo Tiu,크리샤 지스킨드 테오 티우,크리샤 츄,1998-12-20,,Philippines,,0,0,Cebu,,,F,,,
872,,JOO,Jung Minjoo,정민주,주,1990-10-11,,South Korea,,0,0,Seoul,,,F,,,
873,Profile,Miyeon,Jo Miyeon,조미연,미연,1997-01-31,(G)I-DLE,South Korea,,0,0,,,,F,,,
874,Profile,Minnie,Nicha Yontararak,니차 욘타라락,민니,1997-10-23,(G)I-DLE,Thailand,,0,0,,,,F,,,
875,Profile,Soyeon,Jeon Soyeon,전소연,소연,1998-08-26,(G)I-DLE,South Korea,,157,42,,,,F,,,
876,Profile,Soojin,Seo Soojin,서수진,수진,1998-03-09,(G)I-DLE,South Korea,,0,0,,,,F,,,
877,Profile,Yuqi,Song Yuqi,송우기,우기,1999-09-23,(G)I-DLE,China,,162,48,Beijing,,,F,,,
